subject	activity	featDomain	featAcceleration	featInstrument	featJerk	featMagnitude	featVariable	featAxis	count	average
23	WALKING_UPSTAIRS	Time	Gravity	Accelerometer	NA	NA	Mean	X	51	0.843438810196078
23	WALKING_UPSTAIRS	Time	Gravity	Accelerometer	NA	NA	Mean	Y	51	-0.214481808235294
23	WALKING_UPSTAIRS	Time	Gravity	Accelerometer	NA	NA	Mean	Z	51	-0.35593445
23	WALKING_UPSTAIRS	Time	Gravity	Accelerometer	NA	NA	SD	X	51	-0.933344481568627
23	WALKING_UPSTAIRS	Time	Gravity	Accelerometer	NA	NA	SD	Y	51	-0.910474557058824
23	WALKING_UPSTAIRS	Time	Gravity	Accelerometer	NA	NA	SD	Z	51	-0.902065910392157
23	WALKING_UPSTAIRS	Time	Gravity	Accelerometer	NA	Magnitude	Mean	NA	51	-0.0117536873784314
23	WALKING_UPSTAIRS	Time	Gravity	Accelerometer	NA	Magnitude	SD	NA	51	-0.271893714117647
23	WALKING_UPSTAIRS	Freq	NA	Gyroscope	NA	NA	Mean	X	51	-0.430239229235294
23	WALKING_UPSTAIRS	Freq	NA	Gyroscope	NA	NA	Mean	Y	51	-0.290447408901961
23	WALKING_UPSTAIRS	Freq	NA	Gyroscope	NA	NA	Mean	Z	51	-0.163001294113725
23	WALKING_UPSTAIRS	Freq	NA	Gyroscope	NA	NA	SD	X	51	-0.590430783921569
23	WALKING_UPSTAIRS	Freq	NA	Gyroscope	NA	NA	SD	Y	51	-0.301619977058824
23	WALKING_UPSTAIRS	Freq	NA	Gyroscope	NA	NA	SD	Z	51	-0.0822521122215686
23	WALKING_UPSTAIRS	Freq	NA	Gyroscope	NA	Magnitude	Mean	NA	51	-0.380388292223529
23	WALKING_UPSTAIRS	Freq	NA	Gyroscope	NA	Magnitude	SD	NA	51	-0.470491576431373
23	WALKING_UPSTAIRS	Freq	NA	Gyroscope	Jerk	Magnitude	Mean	NA	51	-0.51871565
23	WALKING_UPSTAIRS	Freq	NA	Gyroscope	Jerk	Magnitude	SD	NA	51	-0.632659461568627
23	WALKING_UPSTAIRS	Freq	Body	Accelerometer	NA	NA	Mean	X	51	-0.272605689568627
23	WALKING_UPSTAIRS	Freq	Body	Accelerometer	NA	NA	Mean	Y	51	-0.0769773944803922
23	WALKING_UPSTAIRS	Freq	Body	Accelerometer	NA	NA	Mean	Z	51	-0.070577489272549
23	WALKING_UPSTAIRS	Freq	Body	Accelerometer	NA	NA	SD	X	51	-0.234309548019608
23	WALKING_UPSTAIRS	Freq	Body	Accelerometer	NA	NA	SD	Y	51	0.0380597405498039
23	WALKING_UPSTAIRS	Freq	Body	Accelerometer	NA	NA	SD	Z	51	0.104508755759412
23	WALKING_UPSTAIRS	Freq	Body	Accelerometer	NA	Magnitude	Mean	NA	51	-0.231382662235294
23	WALKING_UPSTAIRS	Freq	Body	Accelerometer	NA	Magnitude	SD	NA	51	-0.410047643333333
23	WALKING_UPSTAIRS	Freq	Body	Accelerometer	Jerk	NA	Mean	X	51	-0.365642513176471
23	WALKING_UPSTAIRS	Freq	Body	Accelerometer	Jerk	NA	Mean	Y	51	-0.326236287627451
23	WALKING_UPSTAIRS	Freq	Body	Accelerometer	Jerk	NA	Mean	Z	51	-0.346605238039216
23	WALKING_UPSTAIRS	Freq	Body	Accelerometer	Jerk	NA	SD	X	51	-0.424877553333333
23	WALKING_UPSTAIRS	Freq	Body	Accelerometer	Jerk	NA	SD	Y	51	-0.380894442941176
23	WALKING_UPSTAIRS	Freq	Body	Accelerometer	Jerk	NA	SD	Z	51	-0.46895638372549
23	WALKING_UPSTAIRS	Freq	Body	Accelerometer	Jerk	Magnitude	Mean	NA	51	-0.302968064764706
23	WALKING_UPSTAIRS	Freq	Body	Accelerometer	Jerk	Magnitude	SD	NA	51	-0.454324844901961
24	LAYING	Time	NA	Gyroscope	NA	NA	Mean	X	72	-0.0143679929444444
24	LAYING	Time	NA	Gyroscope	NA	NA	Mean	Y	72	-0.0955538053611111
24	LAYING	Time	NA	Gyroscope	NA	NA	Mean	Z	72	0.111730746333333
24	LAYING	Time	NA	Gyroscope	NA	NA	SD	X	72	-0.982651720138889
24	LAYING	Time	NA	Gyroscope	NA	NA	SD	Y	72	-0.960299550972222
24	LAYING	Time	NA	Gyroscope	NA	NA	SD	Z	72	-0.98170136125
24	LAYING	Time	NA	Gyroscope	NA	Magnitude	Mean	NA	72	-0.953791512638889
24	LAYING	Time	NA	Gyroscope	NA	Magnitude	SD	NA	72	-0.957829934722222
24	LAYING	Time	NA	Gyroscope	Jerk	NA	Mean	X	72	-0.102813809652778
24	LAYING	Time	NA	Gyroscope	Jerk	NA	Mean	Y	72	-0.0382323710416667
24	LAYING	Time	NA	Gyroscope	Jerk	NA	Mean	Z	72	-0.0624116966805556
24	LAYING	Time	NA	Gyroscope	Jerk	NA	SD	X	72	-0.979865720555556
24	LAYING	Time	NA	Gyroscope	Jerk	NA	SD	Y	72	-0.978091312777778
24	LAYING	Time	NA	Gyroscope	Jerk	NA	SD	Z	72	-0.992381595972222
24	LAYING	Time	NA	Gyroscope	Jerk	Magnitude	Mean	NA	72	-0.982780873888889
24	LAYING	Time	NA	Gyroscope	Jerk	Magnitude	SD	NA	72	-0.978659102222222
24	LAYING	Time	Body	Accelerometer	NA	NA	Mean	X	72	0.272850494930556
24	LAYING	Time	Body	Accelerometer	NA	NA	Mean	Y	72	-0.0173555210111111
24	LAYING	Time	Body	Accelerometer	NA	NA	Mean	Z	72	-0.107236237236111
24	LAYING	Time	Body	Accelerometer	NA	NA	SD	X	72	-0.967984021111111
24	LAYING	Time	Body	Accelerometer	NA	NA	SD	Y	72	-0.983126461944444
24	LAYING	Time	Body	Accelerometer	NA	NA	SD	Z	72	-0.973566958888889
24	LAYING	Time	Body	Accelerometer	NA	Magnitude	Mean	NA	72	-0.9718540425
24	LAYING	Time	Body	Accelerometer	NA	Magnitude	SD	NA	72	-0.969354834166667
24	LAYING	Time	Body	Accelerometer	Jerk	NA	Mean	X	72	0.08072123275
24	LAYING	Time	Body	Accelerometer	Jerk	NA	Mean	Y	72	0.0119819524179167
24	LAYING	Time	Body	Accelerometer	Jerk	NA	Mean	Z	72	-0.00589225849902778
24	LAYING	Time	Body	Accelerometer	Jerk	NA	SD	X	72	-0.98636543375
24	LAYING	Time	Body	Accelerometer	Jerk	NA	SD	Y	72	-0.982430495
24	LAYING	Time	Body	Accelerometer	Jerk	NA	SD	Z	72	-0.983087366805556
24	LAYING	Time	Body	Accelerometer	Jerk	Magnitude	Mean	NA	72	-0.985529270555556
24	LAYING	Time	Body	Accelerometer	Jerk	Magnitude	SD	NA	72	-0.983605927361111
24	LAYING	Time	Gravity	Accelerometer	NA	NA	Mean	X	72	-0.359292534027778
24	LAYING	Time	Gravity	Accelerometer	NA	NA	Mean	Y	72	0.738430699305556
24	LAYING	Time	Gravity	Accelerometer	NA	NA	Mean	Z	72	0.683839909722222
24	LAYING	Time	Gravity	Accelerometer	NA	NA	SD	X	72	-0.960412164305556
24	LAYING	Time	Gravity	Accelerometer	NA	NA	SD	Y	72	-0.993454358055556
24	LAYING	Time	Gravity	Accelerometer	NA	NA	SD	Z	72	-0.979239668194444
24	LAYING	Time	Gravity	Accelerometer	NA	Magnitude	Mean	NA	72	-0.9718540425
24	LAYING	Time	Gravity	Accelerometer	NA	Magnitude	SD	NA	72	-0.969354834166667
24	LAYING	Freq	NA	Gyroscope	NA	NA	Mean	X	72	-0.976570564027778
24	LAYING	Freq	NA	Gyroscope	NA	NA	Mean	Y	72	-0.966111980277778
24	LAYING	Freq	NA	Gyroscope	NA	NA	Mean	Z	72	-0.981093036111111
24	LAYING	Freq	NA	Gyroscope	NA	NA	SD	X	72	-0.984713284166667
24	LAYING	Freq	NA	Gyroscope	NA	NA	SD	Y	72	-0.95779294875
24	LAYING	Freq	NA	Gyroscope	NA	NA	SD	Z	72	-0.983602745694445
24	LAYING	Freq	NA	Gyroscope	NA	Magnitude	Mean	NA	72	-0.964001383472222
24	LAYING	Freq	NA	Gyroscope	NA	Magnitude	SD	NA	72	-0.961369084583333
24	LAYING	Freq	NA	Gyroscope	Jerk	Magnitude	Mean	NA	72	-0.978596740694444
24	LAYING	Freq	NA	Gyroscope	Jerk	Magnitude	SD	NA	72	-0.980096981111111
24	LAYING	Freq	Body	Accelerometer	NA	NA	Mean	X	72	-0.975893687083333
24	LAYING	Freq	Body	Accelerometer	NA	NA	Mean	Y	72	-0.980830362083333
24	LAYING	Freq	Body	Accelerometer	NA	NA	Mean	Z	72	-0.976634815694444
24	LAYING	Freq	Body	Accelerometer	NA	NA	SD	X	72	-0.965167081805556
24	LAYING	Freq	Body	Accelerometer	NA	NA	SD	Y	72	-0.984571808472222
24	LAYING	Freq	Body	Accelerometer	NA	NA	SD	Z	72	-0.973057781805556
24	LAYING	Freq	Body	Accelerometer	NA	Magnitude	Mean	NA	72	-0.973171068055556
24	LAYING	Freq	Body	Accelerometer	NA	Magnitude	SD	NA	72	-0.971063024027778
24	LAYING	Freq	Body	Accelerometer	Jerk	NA	Mean	X	72	-0.985998546805556
24	LAYING	Freq	Body	Accelerometer	Jerk	NA	Mean	Y	72	-0.982140613888889
24	LAYING	Freq	Body	Accelerometer	Jerk	NA	Mean	Z	72	-0.981549689583333
24	LAYING	Freq	Body	Accelerometer	Jerk	NA	SD	X	72	-0.988140517777778
24	LAYING	Freq	Body	Accelerometer	Jerk	NA	SD	Y	72	-0.984124532361111
24	LAYING	Freq	Body	Accelerometer	Jerk	NA	SD	Z	72	-0.983185637916667
24	LAYING	Freq	Body	Accelerometer	Jerk	Magnitude	Mean	NA	72	-0.983108084305556
24	LAYING	Freq	Body	Accelerometer	Jerk	Magnitude	SD	NA	72	-0.98328511625
24	SITTING	Time	NA	Gyroscope	NA	NA	Mean	X	68	-0.0356229619955882
24	SITTING	Time	NA	Gyroscope	NA	NA	Mean	Y	68	-0.0750132697044118
24	SITTING	Time	NA	Gyroscope	NA	NA	Mean	Z	68	0.0800440230882353
24	SITTING	Time	NA	Gyroscope	NA	NA	SD	X	68	-0.988111648676471
24	SITTING	Time	NA	Gyroscope	NA	NA	SD	Y	68	-0.977954005147059
24	SITTING	Time	NA	Gyroscope	NA	NA	SD	Z	68	-0.971277654117647
24	SITTING	Time	NA	Gyroscope	NA	Magnitude	Mean	NA	68	-0.964633252352941
24	SITTING	Time	NA	Gyroscope	NA	Magnitude	SD	NA	68	-0.969257162647059
24	SITTING	Time	NA	Gyroscope	Jerk	NA	Mean	X	68	-0.0951782658382353
24	SITTING	Time	NA	Gyroscope	Jerk	NA	Mean	Y	68	-0.040616936
24	SITTING	Time	NA	Gyroscope	Jerk	NA	Mean	Z	68	-0.051596655125
24	SITTING	Time	NA	Gyroscope	Jerk	NA	SD	X	68	-0.991442007794118
24	SITTING	Time	NA	Gyroscope	Jerk	NA	SD	Y	68	-0.989780810588235
24	SITTING	Time	NA	Gyroscope	Jerk	NA	SD	Z	68	-0.989850160294118
24	SITTING	Time	NA	Gyroscope	Jerk	Magnitude	Mean	NA	68	-0.991306424705882
24	SITTING	Time	NA	Gyroscope	Jerk	Magnitude	SD	NA	68	-0.990724530735294
24	SITTING	Time	Body	Accelerometer	NA	NA	Mean	X	68	0.273475690147059
24	SITTING	Time	Body	Accelerometer	NA	NA	Mean	Y	68	-0.0131255097938235
24	SITTING	Time	Body	Accelerometer	NA	NA	Mean	Z	68	-0.103041061426471
24	SITTING	Time	Body	Accelerometer	NA	NA	SD	X	68	-0.990593766617647
24	SITTING	Time	Body	Accelerometer	NA	NA	SD	Y	68	-0.956255962058824
24	SITTING	Time	Body	Accelerometer	NA	NA	SD	Z	68	-0.957056111470588
24	SITTING	Time	Body	Accelerometer	NA	Magnitude	Mean	NA	68	-0.968979156470588
24	SITTING	Time	Body	Accelerometer	NA	Magnitude	SD	NA	68	-0.963779683235294
24	SITTING	Time	Body	Accelerometer	Jerk	NA	Mean	X	68	0.0763318528529412
24	SITTING	Time	Body	Accelerometer	Jerk	NA	Mean	Y	68	0.00476702575745588
24	SITTING	Time	Body	Accelerometer	Jerk	NA	Mean	Z	68	-0.00113300171426471
24	SITTING	Time	Body	Accelerometer	Jerk	NA	SD	X	68	-0.988564382205882
24	SITTING	Time	Body	Accelerometer	Jerk	NA	SD	Y	68	-0.979573678088235
24	SITTING	Time	Body	Accelerometer	Jerk	NA	SD	Z	68	-0.984662946764706
24	SITTING	Time	Body	Accelerometer	Jerk	Magnitude	Mean	NA	68	-0.985555822352941
24	SITTING	Time	Body	Accelerometer	Jerk	Magnitude	SD	NA	68	-0.985418456176471
24	SITTING	Time	Gravity	Accelerometer	NA	NA	Mean	X	68	0.919637604411765
24	SITTING	Time	Gravity	Accelerometer	NA	NA	Mean	Y	68	0.182254651955882
24	SITTING	Time	Gravity	Accelerometer	NA	NA	Mean	Z	68	0.109559621020588
24	SITTING	Time	Gravity	Accelerometer	NA	NA	SD	X	68	-0.989660149852941
24	SITTING	Time	Gravity	Accelerometer	NA	NA	SD	Y	68	-0.971692544705882
24	SITTING	Time	Gravity	Accelerometer	NA	NA	SD	Z	68	-0.963406795735294
24	SITTING	Time	Gravity	Accelerometer	NA	Magnitude	Mean	NA	68	-0.968979156470588
24	SITTING	Time	Gravity	Accelerometer	NA	Magnitude	SD	NA	68	-0.963779683235294
24	SITTING	Freq	NA	Gyroscope	NA	NA	Mean	X	68	-0.985676523823529
24	SITTING	Freq	NA	Gyroscope	NA	NA	Mean	Y	68	-0.981200181176471
24	SITTING	Freq	NA	Gyroscope	NA	NA	Mean	Z	68	-0.974686891029412
24	SITTING	Freq	NA	Gyroscope	NA	NA	SD	X	68	-0.988891551764706
24	SITTING	Freq	NA	Gyroscope	NA	NA	SD	Y	68	-0.976252427794118
24	SITTING	Freq	NA	Gyroscope	NA	NA	SD	Z	68	-0.972851787647059
24	SITTING	Freq	NA	Gyroscope	NA	Magnitude	Mean	NA	68	-0.977973720735294
24	SITTING	Freq	NA	Gyroscope	NA	Magnitude	SD	NA	68	-0.969105899117647
24	SITTING	Freq	NA	Gyroscope	Jerk	Magnitude	Mean	NA	68	-0.990854751176471
24	SITTING	Freq	NA	Gyroscope	Jerk	Magnitude	SD	NA	68	-0.990933058235294
24	SITTING	Freq	Body	Accelerometer	NA	NA	Mean	X	68	-0.989529506764706
24	SITTING	Freq	Body	Accelerometer	NA	NA	Mean	Y	68	-0.962773200147059
24	SITTING	Freq	Body	Accelerometer	NA	NA	Mean	Z	68	-0.966991781176471
24	SITTING	Freq	Body	Accelerometer	NA	NA	SD	X	68	-0.991100005441176
24	SITTING	Freq	Body	Accelerometer	NA	NA	SD	Y	68	-0.954998005147059
24	SITTING	Freq	Body	Accelerometer	NA	NA	SD	Z	68	-0.954402697794118
24	SITTING	Freq	Body	Accelerometer	NA	Magnitude	Mean	NA	68	-0.968905031470588
24	SITTING	Freq	Body	Accelerometer	NA	Magnitude	SD	NA	68	-0.965852262058824
24	SITTING	Freq	Body	Accelerometer	Jerk	NA	Mean	X	68	-0.988857403235294
24	SITTING	Freq	Body	Accelerometer	Jerk	NA	Mean	Y	68	-0.979228238382353
24	SITTING	Freq	Body	Accelerometer	Jerk	NA	Mean	Z	68	-0.981971300147059
24	SITTING	Freq	Body	Accelerometer	Jerk	NA	SD	X	68	-0.9892888075
24	SITTING	Freq	Body	Accelerometer	Jerk	NA	SD	Y	68	-0.981550132794118
24	SITTING	Freq	Body	Accelerometer	Jerk	NA	SD	Z	68	-0.986008449264706
24	SITTING	Freq	Body	Accelerometer	Jerk	Magnitude	Mean	NA	68	-0.984469962941177
24	SITTING	Freq	Body	Accelerometer	Jerk	Magnitude	SD	NA	68	-0.98561372
24	STANDING	Time	NA	Gyroscope	NA	NA	Mean	X	69	-0.0278611511434783
24	STANDING	Time	NA	Gyroscope	NA	NA	Mean	Y	69	-0.0692546674492754
24	STANDING	Time	NA	Gyroscope	NA	NA	Mean	Z	69	0.077124614942029
24	STANDING	Time	NA	Gyroscope	NA	NA	SD	X	69	-0.960738660289855
24	STANDING	Time	NA	Gyroscope	NA	NA	SD	Y	69	-0.967298518695652
24	STANDING	Time	NA	Gyroscope	NA	NA	SD	Z	69	-0.969958678115942
24	STANDING	Time	NA	Gyroscope	NA	Magnitude	Mean	NA	69	-0.954518594057971
24	STANDING	Time	NA	Gyroscope	NA	Magnitude	SD	NA	69	-0.95310477884058
24	STANDING	Time	NA	Gyroscope	Jerk	NA	Mean	X	69	-0.0991947719855072
24	STANDING	Time	NA	Gyroscope	Jerk	NA	Mean	Y	69	-0.0431738608
24	STANDING	Time	NA	Gyroscope	Jerk	NA	Mean	Z	69	-0.0517180379565217
24	STANDING	Time	NA	Gyroscope	Jerk	NA	SD	X	69	-0.975856809130435
24	STANDING	Time	NA	Gyroscope	Jerk	NA	SD	Y	69	-0.981983572028985
24	STANDING	Time	NA	Gyroscope	Jerk	NA	SD	Z	69	-0.983276883478261
24	STANDING	Time	NA	Gyroscope	Jerk	Magnitude	Mean	NA	69	-0.982387268985507
24	STANDING	Time	NA	Gyroscope	Jerk	Magnitude	SD	NA	69	-0.979995718695652
24	STANDING	Time	Body	Accelerometer	NA	NA	Mean	X	69	0.280348883913043
24	STANDING	Time	Body	Accelerometer	NA	NA	Mean	Y	69	-0.0144785340348986
24	STANDING	Time	Body	Accelerometer	NA	NA	Mean	Z	69	-0.108222553855072
24	STANDING	Time	Body	Accelerometer	NA	NA	SD	X	69	-0.98725587115942
24	STANDING	Time	Body	Accelerometer	NA	NA	SD	Y	69	-0.936871974347826
24	STANDING	Time	Body	Accelerometer	NA	NA	SD	Z	69	-0.930283530144928
24	STANDING	Time	Body	Accelerometer	NA	Magnitude	Mean	NA	69	-0.950061017681159
24	STANDING	Time	Body	Accelerometer	NA	Magnitude	SD	NA	69	-0.94790101173913
24	STANDING	Time	Body	Accelerometer	Jerk	NA	Mean	X	69	0.0746177416521739
24	STANDING	Time	Body	Accelerometer	Jerk	NA	Mean	Y	69	0.0109839689101449
24	STANDING	Time	Body	Accelerometer	Jerk	NA	Mean	Z	69	-0.00358774904913043
24	STANDING	Time	Body	Accelerometer	Jerk	NA	SD	X	69	-0.980573836811594
24	STANDING	Time	Body	Accelerometer	Jerk	NA	SD	Y	69	-0.967745638695652
24	STANDING	Time	Body	Accelerometer	Jerk	NA	SD	Z	69	-0.977716354927536
24	STANDING	Time	Body	Accelerometer	Jerk	Magnitude	Mean	NA	69	-0.977620953913043
24	STANDING	Time	Body	Accelerometer	Jerk	Magnitude	SD	NA	69	-0.973108343043478
24	STANDING	Time	Gravity	Accelerometer	NA	NA	Mean	X	69	0.96644228
24	STANDING	Time	Gravity	Accelerometer	NA	NA	Mean	Y	69	-0.145201300942029
24	STANDING	Time	Gravity	Accelerometer	NA	NA	Mean	Z	69	-0.0530585403536232
24	STANDING	Time	Gravity	Accelerometer	NA	NA	SD	X	69	-0.992197591884058
24	STANDING	Time	Gravity	Accelerometer	NA	NA	SD	Y	69	-0.968155388695652
24	STANDING	Time	Gravity	Accelerometer	NA	NA	SD	Z	69	-0.94618494942029
24	STANDING	Time	Gravity	Accelerometer	NA	Magnitude	Mean	NA	69	-0.950061017681159
24	STANDING	Time	Gravity	Accelerometer	NA	Magnitude	SD	NA	69	-0.94790101173913
24	STANDING	Freq	NA	Gyroscope	NA	NA	Mean	X	69	-0.958540187246377
24	STANDING	Freq	NA	Gyroscope	NA	NA	Mean	Y	69	-0.970426493768116
24	STANDING	Freq	NA	Gyroscope	NA	NA	Mean	Z	69	-0.970133388405797
24	STANDING	Freq	NA	Gyroscope	NA	NA	SD	X	69	-0.961885695217391
24	STANDING	Freq	NA	Gyroscope	NA	NA	SD	Y	69	-0.965798055507246
24	STANDING	Freq	NA	Gyroscope	NA	NA	SD	Z	69	-0.972688652173913
24	STANDING	Freq	NA	Gyroscope	NA	Magnitude	Mean	NA	69	-0.963922314202899
24	STANDING	Freq	NA	Gyroscope	NA	Magnitude	SD	NA	69	-0.954407176956522
24	STANDING	Freq	NA	Gyroscope	Jerk	Magnitude	Mean	NA	69	-0.981119237826087
24	STANDING	Freq	NA	Gyroscope	Jerk	Magnitude	SD	NA	69	-0.9797551
24	STANDING	Freq	Body	Accelerometer	NA	NA	Mean	X	69	-0.984183633623188
24	STANDING	Freq	Body	Accelerometer	NA	NA	Mean	Y	69	-0.948970158405797
24	STANDING	Freq	Body	Accelerometer	NA	NA	Mean	Z	69	-0.953817599275362
24	STANDING	Freq	Body	Accelerometer	NA	NA	SD	X	69	-0.988851853478261
24	STANDING	Freq	Body	Accelerometer	NA	NA	SD	Y	69	-0.934454791304348
24	STANDING	Freq	Body	Accelerometer	NA	NA	SD	Z	69	-0.923802467681159
24	STANDING	Freq	Body	Accelerometer	NA	Magnitude	Mean	NA	69	-0.960066088115942
24	STANDING	Freq	Body	Accelerometer	NA	Magnitude	SD	NA	69	-0.949522556376812
24	STANDING	Freq	Body	Accelerometer	Jerk	NA	Mean	X	69	-0.98116164057971
24	STANDING	Freq	Body	Accelerometer	Jerk	NA	Mean	Y	69	-0.967720592463768
24	STANDING	Freq	Body	Accelerometer	Jerk	NA	Mean	Z	69	-0.974170468405797
24	STANDING	Freq	Body	Accelerometer	Jerk	NA	SD	X	69	-0.981721691014493
24	STANDING	Freq	Body	Accelerometer	Jerk	NA	SD	Y	69	-0.970228184202899
24	STANDING	Freq	Body	Accelerometer	Jerk	NA	SD	Z	69	-0.979936740869565
24	STANDING	Freq	Body	Accelerometer	Jerk	Magnitude	Mean	NA	69	-0.972251355217391
24	STANDING	Freq	Body	Accelerometer	Jerk	Magnitude	SD	NA	69	-0.973195509565217
24	WALKING	Time	NA	Gyroscope	NA	NA	Mean	X	58	-0.0545126870724138
24	WALKING	Time	NA	Gyroscope	NA	NA	Mean	Y	58	-0.0658435879913793
24	WALKING	Time	NA	Gyroscope	NA	NA	Mean	Z	58	0.0972006320344828
24	WALKING	Time	NA	Gyroscope	NA	NA	SD	X	58	-0.580597373275862
24	WALKING	Time	NA	Gyroscope	NA	NA	SD	Y	58	-0.487166280172414
24	WALKING	Time	NA	Gyroscope	NA	NA	SD	Z	58	-0.396154003275862
24	WALKING	Time	NA	Gyroscope	NA	Magnitude	Mean	NA	58	-0.403064156896552
24	WALKING	Time	NA	Gyroscope	NA	Magnitude	SD	NA	58	-0.563863212586207
24	WALKING	Time	NA	Gyroscope	Jerk	NA	Mean	X	58	-0.0625311679982759
24	WALKING	Time	NA	Gyroscope	Jerk	NA	Mean	Y	58	-0.0502895008551724
24	WALKING	Time	NA	Gyroscope	Jerk	NA	Mean	Z	58	-0.0739835516362069
24	WALKING	Time	NA	Gyroscope	Jerk	NA	SD	X	58	-0.490773455517241
24	WALKING	Time	NA	Gyroscope	Jerk	NA	SD	Y	58	-0.514246569655172
24	WALKING	Time	NA	Gyroscope	Jerk	NA	SD	Z	58	-0.557968202931034
24	WALKING	Time	NA	Gyroscope	Jerk	Magnitude	Mean	NA	58	-0.507824745862069
24	WALKING	Time	NA	Gyroscope	Jerk	Magnitude	SD	NA	58	-0.556022765862069
24	WALKING	Time	Body	Accelerometer	NA	NA	Mean	X	58	0.276980816034483
24	WALKING	Time	Body	Accelerometer	NA	NA	Mean	Y	58	-0.0225446400534483
24	WALKING	Time	Body	Accelerometer	NA	NA	Mean	Z	58	-0.110595952913793
24	WALKING	Time	Body	Accelerometer	NA	NA	SD	X	58	-0.47076236637931
24	WALKING	Time	Body	Accelerometer	NA	NA	SD	Y	58	-0.154127498163793
24	WALKING	Time	Body	Accelerometer	NA	NA	SD	Z	58	-0.288840016206897
24	WALKING	Time	Body	Accelerometer	NA	Magnitude	Mean	NA	58	-0.299983613965517
24	WALKING	Time	Body	Accelerometer	NA	Magnitude	SD	NA	58	-0.48106401862069
24	WALKING	Time	Body	Accelerometer	Jerk	NA	Mean	X	58	0.0731938975362069
24	WALKING	Time	Body	Accelerometer	Jerk	NA	Mean	Y	58	0.0121254591034483
24	WALKING	Time	Body	Accelerometer	Jerk	NA	Mean	Z	58	-0.0116401387758621
24	WALKING	Time	Body	Accelerometer	Jerk	NA	SD	X	58	-0.485863255344828
24	WALKING	Time	Body	Accelerometer	Jerk	NA	SD	Y	58	-0.302220161206897
24	WALKING	Time	Body	Accelerometer	Jerk	NA	SD	Z	58	-0.491189466034483
24	WALKING	Time	Body	Accelerometer	Jerk	Magnitude	Mean	NA	58	-0.399722201034483
24	WALKING	Time	Body	Accelerometer	Jerk	Magnitude	SD	NA	58	-0.409824562586207
24	WALKING	Time	Gravity	Accelerometer	NA	NA	Mean	X	58	0.95970108137931
24	WALKING	Time	Gravity	Accelerometer	NA	NA	Mean	Y	58	-0.115116241810345
24	WALKING	Time	Gravity	Accelerometer	NA	NA	Mean	Z	58	-0.140910029827586
24	WALKING	Time	Gravity	Accelerometer	NA	NA	SD	X	58	-0.983132400344828
24	WALKING	Time	Gravity	Accelerometer	NA	NA	SD	Y	58	-0.962578844310345
24	WALKING	Time	Gravity	Accelerometer	NA	NA	SD	Z	58	-0.962822966551724
24	WALKING	Time	Gravity	Accelerometer	NA	Magnitude	Mean	NA	58	-0.299983613965517
24	WALKING	Time	Gravity	Accelerometer	NA	Magnitude	SD	NA	58	-0.48106401862069
24	WALKING	Freq	NA	Gyroscope	NA	NA	Mean	X	58	-0.468295081206897
24	WALKING	Freq	NA	Gyroscope	NA	NA	Mean	Y	58	-0.479841432931034
24	WALKING	Freq	NA	Gyroscope	NA	NA	Mean	Z	58	-0.39144792137931
24	WALKING	Freq	NA	Gyroscope	NA	NA	SD	X	58	-0.616915839310345
24	WALKING	Freq	NA	Gyroscope	NA	NA	SD	Y	58	-0.495896271896552
24	WALKING	Freq	NA	Gyroscope	NA	NA	SD	Z	58	-0.453337858448276
24	WALKING	Freq	NA	Gyroscope	NA	Magnitude	Mean	NA	58	-0.534509163793103
24	WALKING	Freq	NA	Gyroscope	NA	Magnitude	SD	NA	58	-0.668032801896552
24	WALKING	Freq	NA	Gyroscope	Jerk	Magnitude	Mean	NA	58	-0.571594392068966
24	WALKING	Freq	NA	Gyroscope	Jerk	Magnitude	SD	NA	58	-0.567447731896552
24	WALKING	Freq	Body	Accelerometer	NA	NA	Mean	X	58	-0.492419802586207
24	WALKING	Freq	Body	Accelerometer	NA	NA	Mean	Y	58	-0.203193741396552
24	WALKING	Freq	Body	Accelerometer	NA	NA	Mean	Z	58	-0.344493013448276
24	WALKING	Freq	Body	Accelerometer	NA	NA	SD	X	58	-0.462733639137931
24	WALKING	Freq	Body	Accelerometer	NA	NA	SD	Y	58	-0.182766476862069
24	WALKING	Freq	Body	Accelerometer	NA	NA	SD	Z	58	-0.314646918448276
24	WALKING	Freq	Body	Accelerometer	NA	Magnitude	Mean	NA	58	-0.434618912068966
24	WALKING	Freq	Body	Accelerometer	NA	Magnitude	SD	NA	58	-0.590265845517241
24	WALKING	Freq	Body	Accelerometer	Jerk	NA	Mean	X	58	-0.509628168793103
24	WALKING	Freq	Body	Accelerometer	Jerk	NA	Mean	Y	58	-0.352829307068966
24	WALKING	Freq	Body	Accelerometer	Jerk	NA	Mean	Z	58	-0.469920224310345
24	WALKING	Freq	Body	Accelerometer	Jerk	NA	SD	X	58	-0.507640734482759
24	WALKING	Freq	Body	Accelerometer	Jerk	NA	SD	Y	58	-0.294353545672414
24	WALKING	Freq	Body	Accelerometer	Jerk	NA	SD	Z	58	-0.511115619482759
24	WALKING	Freq	Body	Accelerometer	Jerk	Magnitude	Mean	NA	58	-0.418641046896552
24	WALKING	Freq	Body	Accelerometer	Jerk	Magnitude	SD	NA	58	-0.40297998362069
24	WALKING_DOWNSTAIRS	Time	NA	Gyroscope	NA	NA	Mean	X	55	-0.0867069010690909
